B2,Había una vez una familia de ratones que vivía en la despensa de una casa pero temiendo siempre los ataques de un enorme gato los ratones no querían salir. Ya fuera de día o de noche este terrible enemigo los tenía vigilados.. Un buen día decidieron poner fin al problema por lo que celebraron una asamblea a petición del jefe de los ratones que era el más viejo de todos.. El jefe de los ratones dijo a los presentes:. - Os he mandado reunir para que entre todos encontremos una solución. ¡No podemos vivir así!. - ¡Pido la palabra! - Dijo un ratoncillo muy atento. Atemos un cascabel al gato y así sabremos en todo momento por dónde anda. El sonido nos pondrá en alerta y podremos escapar a tiempo.. Tan interesante propuesta fue aceptada por todos los roedores entre grandes aplausos y felicidad. Con el cascabel estarían salvados porque su campanilleo avisaría de la llegada del enemigo con el tiempo para ponerse a salvo.. - ¡Silencio! – Gritó el ratón jefe para luego decir: Queda pendiente una cuestión importante: ¿Quién de todos le pondrá el cascabel al gato?. Al oír esto los ratoncitos se quedaron repentinamente callados muy callados porque no podían contestar a aquella pregunta. De pronto todos comenzaron a sentir miedo. Y todos absolutamente todos corrieron de nuevo a sus cuevas hambrientos y tristes.,"{'imperfect_past': 5, 'simple_past': 8, 'simple_future': 5, 'conditional': 2, 'present_subjunctive': 0, 'imperfect_subjunctive': 0, 'gerund': 2, 'imperative': 2, 'present_simple': 3, 'length': 227, 'total_verbs': 27}","{'imperfect_past': 5, 'simple_past': 8, 'simple_future': 5, 'conditional': 2, 'present_subjunctive': 0, 'imperfect_subjunctive': 0, 'gerund': 2, 'imperative': 2, 'present_simple': 3, 'length': 227, 'total_verbs': 27}"
C2,Fotograf�a de archivo del jugador David Huertas cuando particip� en la selecci�n de baloncesto de Puerto Rico en 2018. Hoy hace parte del equipo Fuerza Regia de M�xico. EFE/Thais Llorca/Archivo. Monterrey (México) 18 nov (EFE).- El puertorriqueño David Huertas guió este miércoles con 22 puntos la victoria por 86-69 de Fuerza Regia de Monterrey sobre los Aguacateros de Michoacán en la final de la Liga de baloncesto profesional de México para poner la serie 2-1 a su favor.Huertas que contribuyó también con cinco rebotes y dos asistencias ayudó a que los de Monterrey entrenados por el español Francisco Olmos se pusieran a un triunfo del título.El primer cuarto inició parejo pero un par de tiros de Huertas un triple y un doble colocó el partido en favor de Fuerza Regia con una ventaja de cinco puntos con 3.30 minutos en el reloj que encaminó a los de Monterrey a cerrar el cuarto con el marcador 26-16.Para el segundo periodo los regios bajaron el ímpetu y cometieron pérdidas de balón aprovechadas por Michoacán dirigido por el argentino Nicolás Casalánguida que redujo su desventaja y empató el duelo 31-31 con más de la mitad del cuarto por delante.Sin embargo los Aguacateros con seis tiros de campo fallados le devolvió el control del partido a Fuerza Regia que se apoyó en los rebotes y bandejas de Huertas y el estadounidense Joseph Ávila para irse al medio tiempo con ventaja de 42-35.Al inicio del tercer periodo los Aguacateros recortaron la distancia a tres puntos al aprovechar los tiros de castigo que Fuerza Regia les otorgó.Un triple del argentino Cristian Cortés empató el duelo 50-50 sin embargo Fuerza Regia se volvió a despegar con tiros de campo para cerrar 60-57.El último cuarto fue decisivo para los dirigidos por Olmos que con una buena defensa evitaron que Michoacán anotara en los primeros tres minutos tiempo en el que Fuerza Regia puso el duelo 73-57 y ya inalcanzable.La desesperación se apoderó tanto de los Aguacateros que el Jugador Más Valioso del oeste el estadounidense Jerome Meyinsse y Casalánguida cometieron sendas faltas técnicas.Con la ventaja no sólo en el marcador sino en lo mental Huertas continuó su concierto de triples para cerrar el cuarto con tres encestes a distancia.La final se reanudará mañana con el cuarto duelo el último que se disputaría en casa de Fuerza Regia y en el que en caso de ganar alzarían con su tercer cetro en su historia.,"{'imperfect_past': 0, 'simple_past': 21, 'simple_future': 1, 'conditional': 3, 'present_subjunctive': 1, 'imperfect_subjunctive': 2, 'gerund': 0, 'imperative': 0, 'present_simple': 2, 'length': 405, 'total_verbs': 30}","{'imperfect_past': 0, 'simple_past': 21, 'simple_future': 1, 'conditional': 3, 'present_subjunctive': 1, 'imperfect_subjunctive': 2, 'gerund': 0, 'imperative': 0, 'present_simple': 2, 'length': 405, 'total_verbs': 30}"
B1,Si he de vivir sin ti que sea duro y cruento. la sopa fría los zapatos rotos o que en mitad de la opulencia. se alce la rama seca de la tos ladrándome. tu nombre deformado las vocales de espuma y en los dedos. se me peguen las sábanas y nada me dé paz.. No aprenderé por eso a quererte mejor. pero desalojado de la felicidad. sabré cuánta me dabas con solamente a veces estar cerca.. Esto creo entenderlo pero me engaño:. hará falta la escarcha del dintel. para que el guarecido en el portal comprenda. la luz del comedor los manteles de leche y el aroma. del pan que pasa su morena mano por la hendija.. . Tan lejos ya de ti. como un ojo del otro. de esta asumida adversidad. nacerá la mirada que por fin te merezca.,"{'imperfect_past': 0, 'simple_past': 2, 'simple_future': 3, 'conditional': 0, 'present_subjunctive': 3, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 5, 'length': 140, 'total_verbs': 13}","{'imperfect_past': 0, 'simple_past': 2, 'simple_future': 3, 'conditional': 0, 'present_subjunctive': 3, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 5, 'length': 140, 'total_verbs': 13}"
A2,Un día en mi casa. Entró un ratón. Y eso causó una gran conmoción. Mi hermana Patricia. Dio la noticia. Veo su cola. Hay que delicia. Un día en mi casa. Entró un ratón. Y eso causó una gran conmoción. Mi hermana Patricia. Dio la noticia. Veo su cola. Hay que delicia. Papá de la pieza se pone a gritar:. Un premio le doy a quien lo pueda agarrar. Pobre ratón donde te has metido. En esta casa no eres bienvenido. Mamá de una silla chilla que chilla:. Que nadie me ayuda quien me lo pilla. Pobre ratón donde te has metido. En esta casa no eres bienvenido. Papá de la pieza se pone a gritar:. Un premio le doy a quien lo pueda agarrar. Mamá de una silla chilla que chilla:. Que nadie me ayuda quien me lo pilla. Pobre ratón donde te has metido. En esta casa no eres bienvenido. Y desde ese día ya nadie lo vio. Les cuento un secreto .. ¡Lo tengo yo!. Source: Musixmatch. Songwriters: Carmen Lavanchy,"{'imperfect_past': 0, 'simple_past': 6, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 4, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 13, 'length': 173, 'total_verbs': 23}","{'imperfect_past': 0, 'simple_past': 6, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 4, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 13, 'length': 173, 'total_verbs': 23}"
A2,¿Para qué sufrir si no hace falta?. ¿Para qué ser fríos si el mundo nos hace sentir en casa?. ¿Para qué dejar que todo muera?. Si aquello entre tú y yo nos hizo ver tan bello todo. Nunca imaginé que me casaría sin papeles. Nunca imaginé que después de un tiempo acabaría sin paredes. La casa que vimos nacer los peces que dijeron adiós. Las noches llenas de comer grabando esas canciones hasta el amanecer. ¿Para qué sufrir si no hace falta?. ¿Para qué tirar nuestras cartas y fotografías?. stale element reference: element is not attached to the page document¿Para qué olvidar que antes de todos nuestros besos?. Fuimos como hermanos fuimos como amigos con derechos. Nunca imagine que me casaría sin papeles. Nunca supe cómo hacer que fueras más feliz te lo juro. Tenías que buscarte tú tenía que salvarme yo. Teníamos que dejarlo ser e invento esta canción en el atardecer. Dueños de la noche fuimos. Dueños sin saber cómo nos perdimos. Cómo dividimos lazos sin saber por qué. Dueños de la noche fuimos la quisimos bien. Todo se lo dimos como lo vivimos. Fuimos locos sin poder volver. Locos sin poder volver. ¿Para qué sufrir si no hace falta?,"{'imperfect_past': 3, 'simple_past': 12, 'simple_future': 5, 'conditional': 3, 'present_subjunctive': 0, 'imperfect_subjunctive': 0, 'gerund': 2, 'imperative': 2, 'present_simple': 9, 'length': 202, 'total_verbs': 36}","{'imperfect_past': 3, 'simple_past': 12, 'simple_future': 5, 'conditional': 3, 'present_subjunctive': 0, 'imperfect_subjunctive': 0, 'gerund': 2, 'imperative': 2, 'present_simple': 9, 'length': 202, 'total_verbs': 36}"
B1,Es que con tu piel me envuelves. Me envuelves como serpiente. Veneno que no me mata. Veneno que me hace fuerte. Ay nena bésame bésame bésame bésame. Yo me erizo si me tocas envenéname la boca. Ay dale bésame bésame bésame bésame. Sabes que te tengo loca loca. Muérdeme una y otra vez. Una y otra vez. Te quiero probar también yeah. Dale quítame el estrés. Sé lo que quieres ser. Ser una baby girl. Por tus mares vienes navegando. Tu nombre se lo puse a mi barco. Te estaba esperando. Tú conoces donde y sabes cuando (you know what I mean). Y dime que quieres conmigo como yo quiero contigo. Yo no sé por qué me gustas tanto. Yo no sé por qué me gustas tanto. Pienso en ti babe. Todas las patinetas son Penny. El rojo en los ojos te queda bien. Dile a tus amigas que te gastas más de cien (Goddamn!). I kissed a girl I liked it. Qué bien te ves Versace. I kissed a girl I liked it. I kissed a girl. Muérdeme una y otra vez. Una y otra vez. Te quiero probar también yeah. Dale quítame el estrés. Sé lo que quieres ser. Ser una baby girl. Es que con tu piel me envuelves (baby baby). Me envuelves como serpiente. Veneno que no me mata. Veneno que me hace fuerte. Ay nena bésame bésame bésame bésame. Y yo me erizo si me tocas. Envenéname la boca. Ay dale bésame bésame bésame bésame. Sabes que te vuelvo loca loca loca. Mario B. Ella dice que está pa' mí. Sus amigas hablan mal de mí. Dale ahí. Ella dice que está pa' mí Mario B. Dile ma gee ma. L-a-l-o ma. Mucho trip M. B.. Muérdeme una y otra vez. Una y otra vez. Te quiero probar también yeah. Dale quítame el estrés. Sé lo que quieres ser. Ser una baby girl. I've Finished Watching,"{'imperfect_past': 1, 'simple_past': 5, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 2, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 2, 'present_simple': 47, 'length': 321, 'total_verbs': 57}","{'imperfect_past': 1, 'simple_past': 5, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 2, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 2, 'present_simple': 47, 'length': 321, 'total_verbs': 57}"
C1,Es sin duda el plato más representativo y el que no podía faltar en una ciudad como Barcelona. No obstante a L’Amfora no se le conoce como “la casa de la paella” por cualquier motivo. “Es nuestro icono especialmente por nuestra materia prima que es lo mejor de lo mejor” explica Miguel Sánchez propietario del establecimiento.. Con una historia de 25 años el lema de L’Amfora es “amor dedicación y tradición”. Aunque son conocidos por la paella disponen de más de 15 tipos de arroces fideuás y otros platos típicos de la Comunidad Valenciana muy apreciados por los naturales de allí. “Es un reto cada vez que viene un valenciano que vienen muchos y valora bien nuestros arroces” comenta Sánchez.. Como la mayoría de la restauración L’Amfora ha tenido que transformarse y Google ha sido “la herramienta perfecta”. “Es un portal directo al mundo nuestra ventana para poder hacernos ver en estos tiempos nos ha servido para reinventarnos” especifica el propietario.,"{'imperfect_past': 1, 'simple_past': 0, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 1, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 14, 'length': 161, 'total_verbs': 16}","{'imperfect_past': 1, 'simple_past': 0, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 1, 'imperfect_subjunctive': 0, 'gerund': 0, 'imperative': 0, 'present_simple': 14, 'length': 161, 'total_verbs': 16}"
A1,Tu Cárcel. Te vas amor. Si así lo quieres que puedo hacer. Tu vanidad no te deja entender que en la pobreza se sabe querer. Y quiero llorar y me destroza que pienses así. Y mas que ahora me quede sin ti. Me duele lo que tú vas a sufrir. Pero recuerda nadie es perfecto y tu lo veras. Mas de mil cosas mejores tendrás. Pero un cariño sincero jamas. Vete olvidando eso que hoy dejas y que cambiaras. Por la aventura que tu ya veras. Sera tu cárcel y nunca saldrás. Quiero llorar y me destroza que pienses así. Y mas que ahora me quede sin ti. Me duele lo que tu vas a sufrir. Pero recuerda nadie es perfecto y tu lo veras. Mas de mil cosas mejores tendrás. Pero un cariño sincero jamas. Vete olvidando eso que hoy dejas y que cambiaras. Por la aventura que tu ya veras. Sera tu cárcel y nunca saldrás. Pero recuerda nadie es perfecto y tu lo veras. Mas de mil cosas mejores tendrás. Pero un cariño sincero jamas. Vete olvidando eso que hoy dejas y que cambiaras. Por la aventura que tu ya veras. Sera tu cárcel y nunca saldrás. I've Finished Watching,"{'imperfect_past': 0, 'simple_past': 0, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 4, 'imperfect_subjunctive': 0, 'gerund': 6, 'imperative': 0, 'present_simple': 22, 'length': 203, 'total_verbs': 32}","{'imperfect_past': 0, 'simple_past': 0, 'simple_future': 0, 'conditional': 0, 'present_subjunctive': 4, 'imperfect_subjunctive': 0, 'gerund': 6, 'imperative': 0, 'present_simple': 22, 'length': 203, 'total_verbs': 32}"
B2,Hoy vamos a hablar sobre la felicidad. A veces olvidamos que la felicidad humana no está determinada únicamente por las circunstancias sino que es una disposición de la mente y de la manera en la que vemos las cosas que nos suceden. Lo cierto es que no hay mejor momento para ser felices que el aquí y ahora.. En la autobiografía escrita por Benjamin Franklin el famoso científico inventor y político estadounidense ya dejó escrito que “La felicidad humana no es producto de los grandes acontecimientos de la vida sino de las pequeñas vivencias cotidianas”. La felicidad depende principalmente de nosotros y de cómo interpretamos las cosas que nos suceden.. La vida está siempre llena de retos que nos ponen a prueba no obstante debemos de saber que las adversidades pueden ser superadas con fuerza de voluntad. Lo más importante es pensar en el momento que tienes y aprovecharlo al máximo. Se trata de vivir la vida de otra manera distinta a la que normalmente muchos de nosotros estamos acostumbrados.. La felicidad se puede encontrar de varias maneras dependiendo de la persona y la capacidad para estar abierta a ella. En este episodio os vamos a dar unos pequeños consejos para ser feliz en el día a día.. 1. Disfruta de las cosas sencillas y los buenos momentos. . No tienes que ver la felicidad como algo inalcanzable. Los pequeños placeres del día a día como salir a tomar un café dar un paseo con alguien agradable tener un hobby o leer un buen libro nos aportan alegría y nos ofrecen buenas dosis de optimismo. Tienes que ir logrando poco a poco tus objetivos pero a la vez disfrutando de lo que tienes.. 2. Esfuérzate en lograr lo que quieres.. . Cada día tienes la oportunidad para tratar de hacer mejor las cosas e ir logrando gradualmente lo que te has propuesto conseguir. Tener metas y ocuparse en alcanzarlas te ayuda a mantenerte motivado y por lo tanto serás feliz trabajando en ello. Si hay ocasiones en las que las cosas no salen como uno quiere hay que seguir intentándolo y perseverar en nuestros sueños.. 3. Aprende de las experiencias negativas. . Cuando las cosas no salen como uno espera sólo pensamos en nuestra desgracia y tendemos a envidiar a las personas a las que parece que todo les va bien. Sin embargo debemos aceptar que esas experiencias forman parte de la vida así como también lo forman las buenas experiencias. Hay que recordar que si aprendemos a sacar el lado positivo de las malas experiencias esto nos ayuda a crecer mucho más como personas. Tenemos que aprender a superar lo malo que nos ha ocurrido para salir adelante.. 4. Aprende nuevas cosas. . Si al comenzar un nuevo día tenemos ganas de hacer nuevas actividades y desarrollamos todo nuestro potencial no habrá nada que nos impida hacer todo los que nos propongamos. Los límites para hacer las cosas que realmente deseamos conseguir los ponen nuestro miedo y nuestra imaginación. Aprender cosas nuevas es fantástico. Te hace sentir bien e incrementa el conocimiento consiguiendo además ser más creativo.. 5. Deja de pasar tiempo con personas negativas. . Hay gente que está constantemente proyectando su negatividad y pesimismo en los demás. La vida es muy corta como para gastarla con personas que nos roban la energía positiva en tan solo unos minutos de conversación. Es primordial intentar pasar el mayor tiempo posible estando rodeados de personas entusiastas que sacan lo mejor de nosotros.,"{'imperfect_past': 0, 'simple_past': 3, 'simple_future': 2, 'conditional': 0, 'present_subjunctive': 2, 'imperfect_subjunctive': 0, 'gerund': 18, 'imperative': 4, 'present_simple': 54, 'length': 582, 'total_verbs': 83}","{'imperfect_past': 0, 'simple_past': 3, 'simple_future': 2, 'conditional': 0, 'present_subjunctive': 2, 'imperfect_subjunctive': 0, 'gerund': 18, 'imperative': 4, 'present_simple': 54, 'length': 582, 'total_verbs': 83}"
B1,"¿Cómo puede un hombre ser más atractivo para las mujeres?. ¡El otro día estaba mirando las fotos de mi esposo hace una década y me sorprendió!. ¡Pasó de un 5 a un sólido 9!. Obviamente sus características son las mismas pero aquí hay algunas cosas que le dieron un brillo impresionante.. ¿Sabes cómo la gente mira las fotos de celebridades antes y después y dice ""el dinero hace maravillas""? No es solo dinero también está aprendiendo a pulir tu apariencia y liberar todo tu potencial:. 1- Deja caer el exceso de peso. y obtén algo de tono muscular.. No importa lo que alguien diga la grasa te hará lucir mucho peor.. Suave papada pecho caído rasgos deslavados.. Simplemente al perder el peso sus rasgos se ven más nítidos su estructura ósea se acentúa más y su cuerpo se ve mucho más atractivo.. A las mujeres generalmente les gusta un cuerpo firme por lo que tonificar los músculos de tu cuerpo también te llevará a algunos niveles.. 2- Elija un corte de pelo que se adapte a su cara y cabello.. Si tienes el cabello fino no lo dejes crecer demasiado.. Córtalo y haz que se vea limpio.. Si tienes el cabello grueso como el chico de la primera foto busca los diferentes peinados y elige algo que te halague la cara.. Si tiene una línea de cabello que retrocede vea si puede cubrirla con un cierto peinado si no afeítese todo.. Ser calvo es más atractivo que verse como un desastre.. ¡Un buen corte de pelo puede duplicar su atractivo de inmediato!. . 3- Crecer vello facial.. Esto será diferente de una mujer a otra.. Sin embargo la forma en que lo veo es que a menos que tenga la mandíbula afilada de una modelo y una barbilla fuerte y prominente una barba puede ayudarlo a agregar más definición y nitidez a su rostro.. Sin embargo si creces vello facial te pones cara completa o te afeitas.. Nunca he conocido a una mujer que ame el bigote solo antes.. Y si opta por una cara completa sepa que tendrá que recortarla regularmente y cuidarla bien de lo contrario terminará pareciendo un mendigo.","{'imperfect_past': 1, 'simple_past': 2, 'simple_future': 5, 'conditional': 0, 'present_subjunctive': 12, 'imperfect_subjunctive': 0, 'gerund': 6, 'imperative': 6, 'present_simple': 29, 'length': 362, 'total_verbs': 61}","{'imperfect_past': 1, 'simple_past': 2, 'simple_future': 5, 'conditional': 0, 'present_subjunctive': 12, 'imperfect_subjunctive': 0, 'gerund': 6, 'imperative': 6, 'present_simple': 29, 'length': 362, 'total_verbs': 61}"
